,"AAEC","3910","INTERNSHIPS",,"36168","STEGELIN",,35,15,,,
,"CHFD","9010","DIRECTED STUDY CFD",,"58438","MANCINI",,5,0,,,
,"CHFD","9010","DIRECTED STUDY CFD",,"78120","WICKRAMA",,5,1,,,
,"CHFD","9010","DIRECTED STUDY CFD",,"98006","KOGAN",,5,1,,,
,"CHFD","9070","MFT PRACTICUM",,"77825","Multiple",,20,5,,,
,"CHFD","9300","DOCT DISSERTATION",,"56639","WRIGHT",,5,2,,,
,"CHFD","9300","DOCT DISSERTATION",,"57127","JOHNSON",,5,1,,,
,"CHFD","9300","DOCT DISSERTATION",,"68299","WALLINGA",,5,1,,,
,"CHFD","9300","DOCT DISSERTATION",,"78439","MANCINI",,5,1,,,
,"CHFD","9300","DOCT DISSERTATION",,"86599","GALE",,5,1,,,
,"CHFD","9910","INTERNSHIP IN CFD",,"18453","MANCINI",,5,1,,,
,"CHNS","3990","DIRECTED STUDY",,"63720","Staff",,15,0,,,
,"CLAS","1000","GREEK CULTURE",,"62096","HARRIS",,40,29,,,
,"CLAS","1010","ROMAN CULTURE",,"42095","CORRIGAN",,40,23,,,
,"CLAS","1020","CLASSICAL MYTHOLOGY",,"22094","WOLKOW",,40,15,,,
,"CLAS","1020","CLASSICAL MYTHOLOGY",,"92092","PACZKOWSKI",,40,34,,,
,"CLAS","1030E","MEDICAL TERMS",,"85789","CORRIGAN",,40,39,,,
,"CLAS","4120","POMPEII & HERCULANE",,"12099","CURTIS",,22,21,,,
,"CLAS","6120","POMPEII & HERCULANE",,"42100","CURTIS",,0,17,,,
,"CLAS","7000","MASTER'S RESEARCH",,"86277","NORMAN",,5,1,,,
,"CLAS","7300","MASTER'S THESIS",,"16234","NORMAN",,5,3,,,
,"CLAS","7300","MASTER'S THESIS",,"76223","HERMANOWICZ",,5,1,,,
,"CLAS","7300","MASTER'S THESIS",,"86229","PLATTER",,5,4,,,
,"CLAS","8010","GREEK CIVILIZATION",,"02103","PLATTER",,22,12,,,
,"CMLT","2400","ASIAN-AMERICAN LIT",,"23701","SHI",,35,14,,,
,"CMLT","2500","COMP ETHNIC AM LIT",,"43702","WANG",,35,10,,,
,"CMLT","2600","BLACK DIASPORA LIT",,"63703","ROTHACKER",,35,25,,,
,"CMLT","3030","AFR LANG AND CULT",,"33707","TRAORE",,35,18,,,
,"CMLT","3250","CHILDREN'S LIT",,"77338","MARIJAM",,40,21,,,
,"CMLT","3990","DIRECTED STUDY CML",,"53708","YI",,15,1,,,
,"CMLT","4110","MEDIEVAL EUROPE LIT",,"23942","VELEZ SAINZ",,0,1,,,
,"CMLT","4120","18TH-CENT EUROP LIT",,"84531","WHITTAKER",,0,3,,,
,"CMLT","4200","LIT & VISUAL ARTS",,"03705","FIGUEIRA",,35,15,,,
,"CMLT","4970H","DIRECTED READING",,"73709","Staff",,15,0,,,
,"CMLT","4980H","DIRECTED READING",,"33710","Staff",,15,0,,,
,"CMLT","4990H","HONORS THESIS",,"53711","Staff",,15,0,,,
,"CMLT","6110","MEDIEVAL EUROPE LIT",,"43943","VELEZ SAINZ",,0,0,,,
,"CMLT","6120","18TH-CENT EUROP LIT",,"04532","WHITTAKER",,0,0,,,
,"CMLT","6200","LIT & VISUAL ARTS",,"13706","FIGUEIRA",,0,0,,,
,"CMLT","7000","MASTER'S RESEARCH",,"58536","FIGUEIRA",,15,1,,,
,"CMLT","7000","MASTER'S RESEARCH",,"73712","BOGUE",,15,0,,,
,"CMLT","7005","GRAD STUDENT SEM",,"93713","Staff",,15,0,,,
,"CMLT","7300","MASTER'S THESIS",,"03714","BOGUE",,15,1,,,
,"CMLT","7300","MASTER'S THESIS",,"98541","FIGUEIRA",,15,1,,,
,"CMLT","8980","READINGS IN CML",,"23715","Staff",,15,0,,,
,"CMLT","9000","DOCTORAL RESEARCH",,"18131","BOGUE",,15,1,,,
,"CMLT","9000","DOCTORAL RESEARCH",,"18209","TRAORE",,15,1,,,
,"CMLT","9000","DOCTORAL RESEARCH",,"38132","BLACK",,15,1,,,
,"CMLT","9000","DOCTORAL RESEARCH",,"43716","CERBU",,15,2,,,
,"CMLT","9000","DOCTORAL RESEARCH",,"58133","FIGUEIRA",,15,1,,,
,"CMLT","9005","DOC GRAD STU SEM",,"08136","CERBU",,15,1,,,
,"CMLT","9005","DOC GRAD STU SEM",,"63717","BLACK",,15,1,,,
,"CMLT","9005","DOC GRAD STU SEM",,"98135","BOGUE",,15,1,,,
,"CMLT","9300","DOCT DISSERTATION",,"03719","BOGUE",,15,1,,,
,"CMSD","4000","SPECIAL PROB IN CSD",,"36025","MARSHALL",,5,1,,,
,"CMSD","4000","SPECIAL PROB IN CSD",,"45790","KAPLAN",,5,2,,,
,"CMSD","4000","SPECIAL PROB IN CSD",,"74486","PATTERSON",,1,1,,,
,"CMSD","4000","SPECIAL PROB IN CSD",,"90987","MARSHALL",,5,1,,,
,"CMSD","4810","AM SIGN LANGUAGE I",,"00988","PATTERSON",,15,22,,,
,"CMSD","6000","SPECIAL PROB IN CSD",,"05981","DELLARIA",,7,7,,,
,"CMSD","6000","SPECIAL PROB IN CSD",,"25982","SCHULTZ",,7,7,,,
,"CMSD","6000","SPECIAL PROB IN CSD",,"80995","MARCOTTE",,5,1,,,
,"CMSD","6000","SPECIAL PROB IN CSD",,"95980","HINKLEY",,7,7,,,
,"CMSD","6760","FLUENCY DISORDERS",,"20989","MARCOTTE",,30,22,,,
,"CMSD","6870","DYSPHAGIA",,"90990","MORGAN",,30,22,,,
,"CMSD","7000","MASTER'S RESEARCH",,"00996","Staff",,5,0,,,
,"CMSD","7005","GRAD STUDENT SEM",,"10997","Staff",,5,0,,,
,"CMSD","7040","SLP PRACTICUM",,"66598","SCHULTZ",,5,2,,,
,"CMSD","7043","SLP PRACTICUM III",,"00991","SCHULTZ",,5,7,,,
,"CMSD","7043","SLP PRACTICUM III",,"05978","DELLARIA",,5,7,,,
,"CMSD","7043","SLP PRACTICUM III",,"25979","HINKLEY",,6,7,,,
,"CMSD","7140","AUD PRACTICUM",,"20992","SANDERSON",,10,0,,,
,"CMSD","7300","MASTER'S THESIS",,"30998","Staff",,5,0,,,
,"CMSD","7700","CLINIC INTERN SLP",,"01624","DELLARIA",,6,7,,,
,"CMSD","7700","CLINIC INTERN SLP",,"21625","RAYMOND",,6,8,,,
,"CMSD","7700","CLINIC INTERN SLP",,"40993","SCHULTZ",,7,9,,,
,"CMSD","7700","CLINIC INTERN SLP",,"60994","RAYMOND",,7,5,,,
,"CMSD","7700","CLINIC INTERN SLP",,"87350","RAYMOND",,5,1,,,
,"CMSD","8990","RESEARCH SEM IN CSD",,"57919","MARSHALL",,5,1,,,
,"CMSD","9000","DOCTORAL RESEARCH",,"17920","MARSHALL",,5,1,,,
,"CMSD","9000","DOCTORAL RESEARCH",,"50999","MARCOTTE",,5,1,,,
,"CMSD","9005","DOC GRAD STU SEM",,"37921","MARSHALL",,5,1,,,
,"CMSD","9005","DOC GRAD STU SEM",,"61000","MARCOTTE",,5,1,,,
,"CMSD","9005","DOC GRAD STU SEM",,"88210","MARCOTTE",,1,1,,,
,"CMSD","9300","DOCT DISSERTATION",,"81001","Staff",,5,0,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"02845","MURRAY",,19,19,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"12846","PIERCE",,19,18,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"22841","STILLION SOU",,20,16,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"22855","SPALDING",,19,15,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"42856","BROCKMANN",,19,18,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"62857","THORSON",,19,17,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"82858","FAY",,19,12,,,
,"COMM","1100","INTRO PUBLIC SPEAK",,"82861","GELLERT",,19,17,,,
,"COMM","1500","INTERPERSONAL COMM",,"02859","MYRES",,10,11,,,
,"COMM","1500","INTERPERSONAL COMM",,"02862","FAUST",,15,14,,,
,"COMM","1500","INTERPERSONAL COMM",,"32847","ANDERSEN",,19,19,,,
,"COMM","1500","INTERPERSONAL COMM",,"52848","MISTICH",,10,15,,,
,"COMM","1500","INTERPERSONAL COMM",,"62843","SHEN",,19,19,,,
,"COMM","1500","INTERPERSONAL COMM",,"62860","CUNILL",,15,16,,,
,"COMM","1500","INTERPERSONAL COMM",,"82844","MURRAY",,20,20,,,
,"COMM","1500E","INTERPERSONAL COMM",,"05799","HARRIS",,10,16,,,
,"COMM","2200E","RHETORIC/SOCIETY",,"35800","CONDIT",,22,21,,,
,"COMM","2520","INTRO INTERVIEWING",,"94604","FELTON",,20,17,,,
,"COMM","3300","IN RHET CRIT",,"12863","GREENWALT",,15,26,,,
,"COMM","3320","ENVIRONMENTAL COMM",,"32850","HAPPE",,10,28,,,
,"COMM","3500","INTERP COMM THEORY",,"55099","HUGGINS",,10,24,,,
,"COMM","4910","INTERNSHIP",,"27800","STAHL",,10,3,,,
,"COMM","4910","INTERNSHIP",,"37451","SCHALLER",,10,2,,,
,"COMM","4910","INTERNSHIP",,"58679","STILLION SOU",,1,0,,,
,"COMM","4910","INTERNSHIP",,"68240","HAPPE",,10,2,,,
,"COMM","4910","INTERNSHIP",,"77436","MONAHAN",,10,1,,,
,"COMM","4910","INTERNSHIP",,"77940","LESSL",,10,0,,,
,"COMM","4930","DIRECTED STUDY",,"58245","HAPPE",,10,1,,,
,"COMM","4930","DIRECTED STUDY",,"97941","SAMP",,10,2,,,
,"COMM","7000","MASTER'S RESEARCH",,"36171","SAMP",,10,1,,,
,"COMM","7000","MASTER'S RESEARCH",,"56172","STILLION SOU",,10,2,,,
,"COMM","7000","MASTER'S RESEARCH",,"67217","MONAHAN",,10,1,,,
,"COMM","7000","MASTER'S RESEARCH",,"78165","BIESECKER",,10,0,,,
,"COMM","7000","MASTER'S RESEARCH",,"87218","HARRIS",,10,0,,,
,"COMM","9000","DOCTORAL RESEARCH",,"07219","CONDIT",,10,2,,,
,"COMM","9000","DOCTORAL RESEARCH",,"08502","BIESECKER",,1,3,,,
,"COMM","9000","DOCTORAL RESEARCH",,"57239","MONAHAN",,10,0,,,
,"COMM","9000","DOCTORAL RESEARCH",,"86151","STAHL",,10,3,,,
,"COMM","9000","DOCTORAL RESEARCH",,"87431","HARRIS",,10,1,,,
,"COMM","9000","DOCTORAL RESEARCH",,"87882","SAMP",,10,1,,,
,"COMM","9000","DOCTORAL RESEARCH",,"88501","SHEN",,1,1,,,
,"COMM","9000","DOCTORAL RESEARCH",,"96045","LESSL",,10,2,,,
,"COMM","9000","DOCTORAL RESEARCH",,"97244","MONAHAN",,1,1,,,
,"CRSS","3910","CROP SCI INTERN",,"20040","VENCILL",,15,0,,,
,"CRSS","3920","ESS INTERNSHIP",,"40041","THOMPSON",,15,1,,,
,"CRSS","3930","TRFGRASS INTERN",,"80043","Staff",,15,0,,,
,"CRSS","3990","SPEC PROB CROP SOIL",,"10045","Staff",,15,0,,,
,"CRSS","4561","RAD PROT & SAFETY",,"05091","SEAMAN",,15,2,,,
,"CRSS","4562","INTRO RADIOECOLOGY",,"85629","SEAMAN",,15,2,,,
,"CRSS","6000","PLANT BREED PRACT",,"52199","Multiple",,0,1,,,
,"CRSS","6561","RAD PROT & SAFETY",,"25092","SEAMAN",,0,1,,,
,"CRSS","6562","INTRO RADIOECOLOGY",,"85632","SEAMAN",,0,1,,,
,"CRSS","7000","MASTER'S RESEARCH",,"18274","RADCLIFFE",,10,1,,,
,"CRSS","7000","MASTER'S RESEARCH",,"28249","SEAMAN",,20,0,,,
,"CRSS","7000","MASTER'S RESEARCH",,"37658","HANCOCK",,20,2,,,
,"CRSS","7000","MASTER'S RESEARCH",,"38275","RADCLIFFE",,20,0,,,
,"CRSS","7000","MASTER'S RESEARCH",,"67797","SEAMAN",,20,0,,,
,"CRSS","7000","MASTER'S RESEARCH",,"68271","RISSE",,10,1,,,
,"CRSS","7000","MASTER'S RESEARCH",,"70051","THOMPSON",,20,2,,,
,"CRSS","7000","MASTER'S RESEARCH",,"87798","PATERSON",,20,1,,,
,"CRSS","7000","MASTER'S RESEARCH",,"87901","SEAMAN",,20,1,,,
,"CRSS","7000","MASTER'S RESEARCH",,"90049","CABRERA",,20,0,,,
,"CRSS","7000","MASTER'S RESEARCH",,"97468","HENRY",,10,1,,,
,"CRSS","7990","TEACH PRACTICUM",,"00053","Staff",,20,0,,,
,"CRSS","8220","ADV TOPICS IN CSS",,"28381","VENCILL",,5,1,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"00070","CABRERA",,15,5,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"07107","PATERSON",,15,4,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"10076","THOMPSON",,15,3,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"18002","HENRY",,15,1,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"37238","RADCLIFFE",,15,1,,,
,"CRSS","9300","DOCT DISSERTATION",,"00075","CABRERA",,10,1,,,
,"CRSS","9990","TEACH PRACTICUM",,"60073","Staff",,10,0,,,
,"CSCI","1301","INTRO TO COMPUTING",,"02506","LAMARCA",,24,23,,,
,"CSCI","1301","INTRO TO COMPUTING",,"12507","LAMARCA",,24,10,,,
,"CSCI","1302","SOFT DEVELOPMENT",,"32508","KOCHUT",,40,22,,,
,"CSCI","1730","SYSTEMS PROGRAMMING",,"52509","HOLLINGSWORT",,40,13,,,
,"CSCI","2610","DISCRETE MATH",,"24749","Multiple",,40,13,,,
,"CSCI","2720","DATA STRUCTURES",,"12510","MOHEBBI",,40,25,,,
,"CSCI","4370","DATABASE MANAGEMENT",,"32511","MILLER",,40,20,,,
,"CSCI","4720","COMPUTER ARCH",,"72513","TAHA",,40,14,,,
,"CSCI","4950","DIRECTED STUDY",,"02126","RAMASWAMY",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"02134","HYBINETTE",,10,1,,,
,"CSCI","4950","DIRECTED STUDY",,"12135","FUNK",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"22127","POTTER",,10,2,,,
,"CSCI","4950","DIRECTED STUDY",,"22130","LIU",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"32136","EVERETT",,10,1,,,
,"CSCI","4950","DIRECTED STUDY",,"42128","PERDISCI",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"42131","LI",,10,1,,,
,"CSCI","4950","DIRECTED STUDY",,"52137","DOSHI",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"52140","BHANDARKAR",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"62129","MILLER",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"62132","KRAEMER",,10,1,,,
,"CSCI","4950","DIRECTED STUDY",,"72124","TAHA",,10,1,,,
,"CSCI","4950","DIRECTED STUDY",,"72138","CANFIELD",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"72141","ARPINAR",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"82133","KOCHUT",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"92125","RASHEED",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"92139","CAI",,10,1,,,
,"CSCI","4950","DIRECTED STUDY",,"92142","ARABNIA",,10,0,,,
,"CSCI","4950","DIRECTED STUDY",,"96546","PLAUE",,10,2,,,
,"CSCI","5007","INTERN CS BUS/IND",,"02120","PLAUE",,10,5,,,
,"CSCI","5007","INTERN CS BUS/IND",,"12121","FUNK",,10,0,,,
,"CSCI","5007","INTERN CS BUS/IND",,"32122","EVERETT",,10,0,,,
,"CSCI","5007","INTERN CS BUS/IND",,"52123","CANFIELD",,10,0,,,
,"CSCI","6370","DATABASE MANAGEMENT",,"52512","MILLER",,0,7,,,
,"CSCI","6950","DIRECTED STUDY",,"01767","PERDISCI",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"01770","LI",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"01775","JOHNSEN",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"02117","BHANDARKAR",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"11776","FUNK",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"12118","ARPINAR",,10,2,,,
,"CSCI","6950","DIRECTED STUDY",,"21768","MILLER",,10,1,,,
,"CSCI","6950","DIRECTED STUDY",,"31763","TAHA",,10,1,,,
,"CSCI","6950","DIRECTED STUDY",,"31777","HYBINETTE",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"32119","ARABNIA",,10,2,,,
,"CSCI","6950","DIRECTED STUDY",,"41769","LIU",,10,3,,,
,"CSCI","6950","DIRECTED STUDY",,"41772","KRAEMER",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"42114","DOSHI",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"51764","RASHEED",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"51778","EVERETT",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"62115","CANFIELD",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"71765","RAMASWAMY",,10,4,,,
,"CSCI","6950","DIRECTED STUDY",,"81774","KOCHUT",,10,0,,,
,"CSCI","6950","DIRECTED STUDY",,"82116","CAI",,10,1,,,
,"CSCI","6950","DIRECTED STUDY",,"91766","POTTER",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"01744","RAMASWAMY",,10,3,,,
,"CSCI","7000","MASTER'S RESEARCH",,"01753","KOCHUT",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"01758","CANFIELD",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"01761","ARPINAR",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"11745","POTTER",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"11759","CAI",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"11762","ARABNIA",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"21754","HYBINETTE",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"31746","PERDISCI",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"41755","FUNK",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"51697","YORK",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"51750","LIU",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"61756","EVERETT",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"71698","TAHA",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"71748","MILLER",,10,1,,,
,"CSCI","7000","MASTER'S RESEARCH",,"71751","LI",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"81743","RASHEED",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"81757","DOSHI",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"81760","BHANDARKAR",,10,1,,,
,"CSCI","7000","MASTER'S RESEARCH",,"91749","JOHNSEN",,10,0,,,
,"CSCI","7000","MASTER'S RESEARCH",,"91752","KRAEMER",,10,0,,,
,"CSCI","7005","GRAD STUDENT SEM",,"02515","BHANDARKAR",,15,2,,,
,"CSCI","7007","INTERN CS BUS/IND",,"01694","CAI",,10,0,,,
,"CSCI","7007","INTERN CS BUS/IND",,"06197","RASHEED",,10,0,,,
,"CSCI","7007","INTERN CS BUS/IND",,"07181","TAHA",,10,1,,,
,"CSCI","7007","INTERN CS BUS/IND",,"07396","LIU",,10,1,,,
,"CSCI","7007","INTERN CS BUS/IND",,"11695","BHANDARKAR",,10,2,,,
,"CSCI","7007","INTERN CS BUS/IND",,"21687","RAMASWAMY",,10,2,,,
,"CSCI","7007","INTERN CS BUS/IND",,"21690","KRAEMER",,10,0,,,
,"CSCI","7007","INTERN CS BUS/IND",,"27358","POTTER",,10,1,,,
,"CSCI","7007","INTERN CS BUS/IND",,"31696","ARPINAR",,10,0,,,
,"CSCI","7007","INTERN CS BUS/IND",,"41688","MILLER",,10,2,,,
,"CSCI","7007","INTERN CS BUS/IND",,"41691","KOCHUT",,10,1,,,
,"CSCI","7007","INTERN CS BUS/IND",,"61689","LI",,10,1,,,
,"CSCI","7007","INTERN CS BUS/IND",,"61692","HYBINETTE",,10,0,,,
,"CSCI","7007","INTERN CS BUS/IND",,"81693","DOSHI",,10,0,,,
,"CSCI","7100","TECHNICAL REPORT",,"22516","Staff",,25,0,,,
,"CSCI","7300","MASTER'S THESIS",,"01669","RASHEED",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"01672","PERDISCI",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"01677","KOCHUT",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"01680","EVERETT",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"01686","ARABNIA",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"11678","HYBINETTE",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"11681","DOSHI",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"21673","MILLER",,10,1,,,
,"CSCI","7300","MASTER'S THESIS",,"31679","FUNK",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"31682","CANFIELD",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"41674","LIU",,10,1,,,
,"CSCI","7300","MASTER'S THESIS",,"51683","CAI",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"61675","LI",,10,1,,,
,"CSCI","7300","MASTER'S THESIS",,"71670","RAMASWAMY",,10,2,,,
,"CSCI","7300","MASTER'S THESIS",,"71684","BHANDARKAR",,10,1,,,
,"CSCI","7300","MASTER'S THESIS",,"81676","KRAEMER",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"91668","TAHA",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"91671","POTTER",,10,0,,,
,"CSCI","7300","MASTER'S THESIS",,"91685","ARPINAR",,10,0,,,
,"CSCI","8990","RESEARCH SEMINAR",,"42517","BHANDARKAR",,10,7,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"01646","TAHA",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"01655","KRAEMER",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"01663","DOSHI",,10,3,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"11647","RASHEED",,10,2,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"11650","PERDISCI",,10,1,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"11664","CAI",,10,4,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"31648","RAMASWAMY",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"31651","MILLER",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"31665","ARPINAR",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"41657","KOCHUT",,10,1,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"41660","FUNK",,10,1,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"51649","POTTER",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"51652","LIU",,10,3,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"51666","ARABNIA",,10,4,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"61658","HYBINETTE",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"61661","EVERETT",,10,0,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"71653","LI",,10,2,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"71667","BHANDARKAR",,10,4,,,
,"CSCI","9000","DOCTORAL RESEARCH",,"81662","CANFIELD",,10,0,,,
,"CSCI","9005","DOC GRAD STU SEM",,"62518","BHANDARKAR",,15,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"01638","EVERETT",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"01641","CAI",,10,1,,,
,"CSCI","9300","DOCT DISSERTATION",,"11633","KOCHUT",,10,2,,,
,"CSCI","9300","DOCT DISSERTATION",,"18405","XU",,5,1,,,
,"CSCI","9300","DOCT DISSERTATION",,"20281","RASHEED",,10,1,,,
,"CSCI","9300","DOCT DISSERTATION",,"21639","DOSHI",,10,1,,,
,"CSCI","9300","DOCT DISSERTATION",,"21642","BHANDARKAR",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"40279","TAHA",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"40282","RAMASWAMY",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"41626","PERDISCI",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"51635","HYBINETTE",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"60283","POTTER",,10,2,,,
,"CSCI","9300","DOCT DISSERTATION",,"61627","MILLER",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"61630","LI",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"61644","ARPINAR",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"71636","FUNK",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"81628","LIU",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"81631","KRAEMER",,10,1,,,
,"CSCI","9300","DOCT DISSERTATION",,"81645","ARABNIA",,10,0,,,
,"CSCI","9300","DOCT DISSERTATION",,"91640","CANFIELD",,10,0,,,
,"DANC","2010","DANCE APPRECIATION",,"34694","BUTTRAM",,30,15,,,
,"DANC","4000","INDEPENDENT STUDY",,"15777","FUSILLO",,15,0,,,
,"DANC","4000","INDEPENDENT STUDY",,"15780","FUSILLO",,15,0,,,
,"DANC","4000","INDEPENDENT STUDY",,"35778","FUSILLO",,15,0,,,
,"DANC","4000","INDEPENDENT STUDY",,"55779","FUSILLO",,15,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"04711","BIEREMA",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"04717","DIRANI",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"04720","GUY",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"14712","HILL, R.",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"24718","HILL, J.",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"24721","JOHNSON-BAIL",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"34713","NICOLAIDES",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"44719","RUONA",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"44722","SANDMANN",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"54714","TRULUCK",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"64723","VALENTINE",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"74715","WALLIN JARRE",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"94716","WATKINS",,10,0,,,
,"EADU","6000","DIR STUDY ADULT ED",,"96353","SANDMANN",,1,0,,,
,"EADU","6000E","DIR STUDY ADULT ED",,"31567","TRULUCK",,20,9,,,
,"EADU","7005","GRAD STUDENT SEM",,"81483","DEMARRAIS",,10,0,,,
,"EADU","7650","APPLIED PROJ AD ED",,"01493","BIEREMA",,10,0,,,
,"EADU","7650","APPLIED PROJ AD ED",,"11485","DIRANI",,10,4,,,
,"EADU","7650","APPLIED PROJ AD ED",,"21494","GUY",,10,0,,,
,"EADU","7650","APPLIED PROJ AD ED",,"31486","HILL, R.",,10,0,,,
,"EADU","7650","APPLIED PROJ AD ED",,"41495","HILL, J.",,10,0,,,
,"EADU","7650","APPLIED PROJ AD ED",,"51487","JOHNSON-BAIL",,10,0,,,
